,chat
3076,나와
3077,스시
3078,먹을래
3079,서영
3082,여기
3083,무떡볶이
3084,쪽이야
3085,오빠
3087,스시
3088,먹음
3089,점심엨
3091,엉엉
3092,나갈게
3096,도모다찌
3097,쩍으로
3103,지금
3104,육쌤스
3105,오빠
3106,오디
3108,지금
3109,배뒤
3111,배뒤
3114,배귀
3119,대부
3124,낭풍
3125,원을
3126,받으세요
3127,친구랑
3128,같이
3129,있는데
3130,연장
3131,못했나봐
3133,자리
3134,뺏는
3136,같네
3137,미안하다
3140,그래도
3141,어쩔
3143,없지
3145,당당하게
3146,앉아
3147,당당하게
3148,앉았다
3149,현기증나
3152,아아아아
3153,아앜
3154,가자아아
3159,지금
3160,가게
3161,여기
3162,열두시까지야
3164,열만
3165,시간
3169,진짜
3171,시험기간인데두
3174,시반에
3175,일어났어
3180,어제
3181,몇시에
3182,잤는데
3183,그냥
3184,꿀잠
3185,자버렸네
3189,어제
3190,네시
3192,오늘
3193,날라
3194,가버림
3196,오빠
3198,열공하자
3199,당연하지
3200,오늘
3201,퇴근하고
3202,도서관
3205,운동
3206,갔다가
3207,가면
3209,늦을
3211,같은뎅
3212,오빠
3213,몇시까지
3214,하게
3216,도서관에선
3217,열두시
3218,그러고
3219,경열
3220,갈라고
3223,시쯤
3224,오게
3225,오홍
3229,있음
3230,갈겡
3232,오키
3233,오키
3234,오빠
3236,오늘
3237,시에
3238,출근해서
3239,지금
3240,퇴근한닼
3242,운동
3243,끝나면
3245,일듯
3247,내일
3248,하루종일
3249,도서관에
3250,있을
3251,거야
3253,점심
3254,모그까
3255,저녁도
3256,먹고
3258,하루종일
3259,도서관
3262,점심
3263,묵자
3265,열두시에
3266,가능해
3267,네넹
3268,정문
3269,후문
3270,정문
3272,오전
3273,수업
3274,호관대야
3275,좋구먼
3281,정문
3283,분까지
3284,와줘
3285,서영
3286,수업
3287,분에
3288,끝나니까
3290,오빠
3292,침대에서
3293,못나가겠어
3301,당장
3302,나와
3304,나올
3305,준비하고
3306,있지
3309,자동환불
3310,예정
3311,서둘러서
3312,받아주세요
3313,내일
3315,시에
3316,환불
3318,예정입니다
3320,받기
3321,완료
3322,받은
3323,카카오
3324,페이머니는
3325,송금
3327,온오프라인
3328,결제는
3329,물론
3330,투자도
3331,가능해요
3332,어머
3333,꽁돈
3334,오빠
3335,느릿느릿
3336,나오
3339,심지어
3340,읾직
3341,끝날듯
3342,도서관
3343,자리
3344,집고
3345,있을겡
3347,시까지
3348,정문
3349,갈게
3350,오키
3351,박지누리끼리
3352,오디싱
3353,가리가리
3354,정문
3356,어디야
3357,돔다찌
3359,일루
3360,오셈
3364,오늘도
3365,한식
3366,삘이야
3368,먹고
3369,싶은데로
3370,가자
3371,하면
3372,오늘도
3373,상관없어
3380,시반에
3381,못갈
3390,있을라고
3391,피피티
3392,드디어
3393,끝남
3396,오빠
3398,마실래
3399,솔의
3401,뺴고
3402,사다두림
3406,나는
3407,생각해보니까
3408,솔의
3411,빼냐
3412,최애
3413,음룐데
3414,오빠
3415,혜란이가
3416,솔의
3418,누가
3419,먹냐구
3420,그거
3421,주유소에서
3422,주유
3423,많이
3424,하면
3425,주는
3427,아니냐고
3428,그랬옴
3433,주유소까지
3434,나오네
3435,오로나
3436,민로
3437,만족할게
3440,다함
3442,속으로
3443,들음
3445,가자
3446,가자
3447,가자
3448,가자
3449,가자
3450,졸려
3451,졸려
3452,졸려
3453,졸려
3454,졸려
3455,뭐해
3456,뭐해
3457,뭐해
3458,뭐해
3459,뭐해
3463,이거
3464,지금
3465,봤어
3467,겨우
3468,출근한다
3471,오빠
3472,어떤
3474,살까
3476,무난하려나
3480,무조건
3483,저것도
3484,잔스포츠네
3485,근데
3486,확실히
3487,포켓
3488,많은
3490,좋더라
3491,지뉴
3492,공부중
3496,간당
3498,공부중이지
3499,언제
3500,오게
3502,안갈수도
3504,죽을
3506,같아
3519,개오바네
3520,어제
3521,못한
3523,와서
3524,한다며
3526,약하네
3528,오킈
3530,먹구
3531,갈겡
3533,힘들면
3534,힘들어도
3539,카톡해
3540,오빠
3553,많이
3554,피곤함
3556,못가
3557,오빠
3558,죽을
3560,같아
3561,그리구
3562,내일
3563,시에
3564,아이폰
3565,사전
3566,예약
3568,아픈건
3569,아니고
3570,그래서
3571,그거
3572,잡을라고
3580,집에서
3581,공부할게
3582,잡아야겠네
3583,인증함
3586,오키오키
3589,없징
3591,아침에
3592,갈게
3595,여섯시에
3596,수업이라
3597,공부하다가
3599,볼라고
3600,수업이랜다
3601,시험
3603,잘쳐
3604,오빠
3606,땡큐
3610,시쯤
3611,올거야
3612,나는
3613,열시
3615,학교
3616,갈라고
3617,오키
3618,오키
3619,나두
3620,그쯤
3621,갈겡
3622,도서관에서
3623,만나
3624,시에
3625,도서관에
3626,없으면
3627,벌금
3629,어때
3630,그래도
3631,공강인데
3632,분만
3634,자자
3640,알았어
3642,개졸리네
3643,얼릉
3644,자셈
3647,사전
3648,예약
3649,성공해야지
3650,야쓰야쓰
3651,이거
3653,듣고
3654,잘라공
3655,흐흫
3657,이제
3658,퇴근
3660,언호가
3661,열한시에
3662,아점
3663,먹자는데
3664,합류해라
3665,해라
3667,오빠
3670,때매
3672,늦게
3673,갈듯
3675,지금
3676,머리
3677,아파
3679,아홉시에
3680,하는
3682,아님
3683,성공했어
3686,지금
3687,결제
3688,완료했오
3694,부롭다
3695,경열로
3697,서영
3698,혜라니도
3699,온대
3703,고민해보구
3704,시에
3705,화상회의
3706,잡혔오
3708,오빠
3709,분당
3710,안가
3711,으으
3712,그냥
3714,갈라고
3715,오호
3716,저녁은
3717,먹었엉
3718,지누
3719,몇시깢
3720,할거
3722,맞다
3723,서영
3726,그냥
3727,가는
3730,엄마가
3731,언제
3732,오냐
3733,해서
3734,담주도
3735,용철이
3736,오면
3740,같아서
3741,그냥
3742,가는
3745,학교
3746,가게
3747,지누
3748,회기
3749,언제
3750,도착행
3752,사십분
3754,지금
3755,을지로
3756,쪽이얌
3757,오호
3760,빨래
3762,후에
3763,끝나는
3765,도서관
3766,갈꺼지
3767,당연하지
3769,빨래
3770,끝날
3774,맞겠다
3775,커피
3776,사서
3777,같이
3778,들어갈래
3780,오빠
3781,그럼
3782,우리집
3783,오셈
3784,같이
3785,나가자
3788,들어가긴
3789,너어무
3790,귀찮고
3791,부르면
3792,나오셈
3796,근데
3797,빨래
3799,남앜
3802,오잉
3803,그럼
3804,내리면
3805,일단
3806,연락해볼게
3808,어짜피
3809,버스라소
3810,너네
3813,쪽에
3814,내리니까
3816,아하
3817,오키
3818,오키
3819,옴바
3820,오늘
3821,날씨
3822,좋아서
3823,옥상에서
3824,담배
3825,피기
3826,최고임
3828,진짜
3829,미쳤겠다
3831,개꿀
3834,도착이야
3836,호였지
3837,지누
3838,누워있는
3840,아니지
3843,연장
3845,해줘
3856,아니
3857,어플
3858,안돼
3866,생각해봤는데
3867,갑자기
3868,나가래서
3870,어이없었겠다
3871,입뺀잼
3872,개눈치
3873,보인다
3874,여기서
3876,보는거
3877,밖에서
3878,볼까
3880,공부
3882,보지마
3883,이건
3884,누가
3885,뭐래도
3886,볼거임
3888,얼마나
3889,하는데
3890,오늘
3891,집중
3892,빡세게
3899,이거
3900,사십분
3903,길다
3909,적절
3911,그리고
3912,오늘
3913,시부터
3914,빡공
3915,늦게까지
3916,하는
3917,거지
3920,오킈
3922,오빠
3923,집중
3924,최고네
3926,옆사람
3927,담배
3928,냄새
3929,쩌는데
3930,무슨
3931,소리야
3932,나가서
3933,불안해
3934,아까
3935,집중
3936,훨씬
3937,했어
3940,오빠한테
3941,페브리즈
3942,갖다
3943,달라고
3944,부탁해서
3945,머리에
3946,부어버릴까
3947,고민함
3949,카톡
3950,방해되는구나
3952,그러면
3954,해야지
3962,방해됨
3974,보기
3975,만해
3978,주우거
3979,중궈
3980,이겨라
3981,중국인
3984,중궈런
3985,페이커
3986,짝퉁
3987,페이커
3989,오빠
3991,알림
3992,껐지
3994,이제
3995,풀게
3997,이김
4000,집가고
4001,싶어
4003,굿노트
4004,쓰넹
4006,졸리다
4007,시바
4013,어디서
4014,하구
4015,있어
4016,열중의
4018,경열
4025,웰케
4026,빨리가
4027,지누
4029,했어
4030,화이팅
4035,퇴근띠
4036,진짜
4037,야쓰
4038,아닌
4040,같은데
4041,내일의
4043,믿는다
4044,으으
4045,피곤함
4051,근데
4052,드림렌즈
4053,껴야도서
4054,시간은
4055,자야
4059,안보여서
4060,공부
4061,못해
4069,아니
4070,진짜야
4082,시에
4083,올거임
4085,열시
4087,와야겠다
4090,집가
4092,월요일에
4093,올게
4096,맞다
4099,갔다
4100,오구
4102,내일도
4103,빡공할게
4105,너무
4106,싫다
4108,오빠
4109,빡공중
4110,나두
4111,동생
4112,따라서
4113,독서실
4114,와서
4115,공부한당
4116,예수
4117,담달
4118,수능이구나
4120,떨리겠다
4121,예주
4124,공부
4125,중인데
4126,이제
4127,집중력이
4128,딸려
4129,머리에
4131,들어와
4140,오빠
4142,몇개
4143,남았어
4148,근데
4151,개가
4152,제일
4153,빡세서
4154,오늘
4156,새면
4158,널널할
4160,우앙
4162,샐거야
4163,내일은
4164,공부
4165,안하뇽
4166,낼도
4167,해야지
4168,내일은
4169,조금
4170,널널해서
4172,자고
4173,해야지
4174,헤헤헤헤
4175,오빠
4176,나두
4177,이따
4178,공부하러
4179,갈겡
4181,혜란이랑
4182,저녁
4183,먹기루
4184,했는데
4185,오늘
4187,잘치세용용
4188,오키
4189,지누
4190,나랑
4191,혜란
4193,오키
4194,오키
4196,이제
4197,애들이랑
4199,먹으로
4200,나감
4203,머거
4204,우린
4205,마라
4206,먹었다
4207,좋겠지
4209,마라
4210,사줘도
4212,먹어
4214,아직
4216,먹을지
4218,정함
4219,사람
4220,많아
4222,노우
4223,라잌
4228,먹고
4229,갈겡
4234,헤이
4235,배낭
4237,잘쳤느뇨
4238,글쓰기라
4239,편했어
4241,이제
4242,인가탐
4243,본다
4244,배낭
4245,등산하는
4246,아저씨
4247,같네
4249,배낭
4250,빠이팅
4254,하나
4255,남았다
4256,오빠
4257,시에
4259,한시간만
4262,안됑
4263,아니면
4266,맥주
4267,한잔만
4269,나도
4270,맥주
4271,먹을라구
4272,고고
4273,흐음
4274,일단
4275,보류
4279,한시간만
4281,어떻게
4283,시간만
4284,먹겠어
4287,아니
4288,가능함
4289,알람
4290,울리고
4291,그러면
4292,해산
4296,고고
4297,언제가
4300,시간이
4301,벌써
4302,이렇게
4303,됐네
4304,띠바
4306,지금
4307,그냥
4308,가실
4311,으으으으으으
4312,공부하는
4315,까먹은
4317,나이
4318,많아서
4319,뭔가
4320,비효율적인
4322,같은데
4323,구럼
4327,배낭
4328,하이루
4334,배낭
4336,하러감
4337,배낭
4338,도착함
4339,근데
4342,오늘
4343,매구옴
4344,오빠
4345,근데
4346,플랙스
4347,하지
4348,마셈
4349,오늘
4350,어디
4351,갈까
4352,후문은
4354,없지
4355,후문이
4356,제일
4357,좋은데
4358,진짜
4360,없긴
4363,진짜
4364,술집이
4365,없오
4366,오빠
4367,일단
4368,정문고
4371,지금
4372,나감
4373,진서랑
4374,있지
4377,지금
4378,집임
4379,아니면
4380,오비스
4381,나는
4382,돗어관
4383,혜란이는
4384,긱사
4385,담배
4386,하나
4387,피고
4388,가도
4390,와서
4392,행긱
4395,존에서
4396,만나
4400,진서가
4401,존나
4403,나옴
4405,한남이라
4406,그래
4416,아아
4417,아앜
4418,얼른
4420,지금
4421,농구장
4423,옆사람들이
4424,중도
4425,가면
4426,타이핑
4427,못한다고
4428,그러는데
4429,열심히
4430,하고
4432,서영
4435,봉투가
4436,도착했어요
4437,송금봉투
4438,받기
4439,완료
4440,받은
4441,카카오
4442,페이머니는
4443,송금
4445,온오프라인
4446,결제는
4447,물론
4448,투자도
4449,가능해요
4450,담달에
4451,맛난
4453,사줄겡
4456,얼릉
4458,나왓당
4459,아직
4461,찜닭
4463,이제
4464,나옴
4465,진우야
4467,에어팟
4468,두고
4469,왔나
4470,오빠
4471,카드로
4472,에어팟
4473,사도
4474,되지
4475,오빠
4477,올때
4478,이어폰
4483,이어폰
4485,그거
4486,잔고
4487,원이야
4492,이제
4493,나가는데
4494,이어폰
4495,이어폰
4496,그냥
4497,잠만
4499,있는
4501,노트북에
4502,꽂을
4503,거라
4504,하나쯤은
4505,있겠지
4506,안타깝지만
4507,없다
4509,어카지
4510,진짜
4511,없음
4512,퇴근각
4514,노노
4517,일단
4518,지금
4519,갈게
4520,이어폰
4521,가져와야
4522,되나
4523,흑흑
4524,내거
4525,쓰실
4526,오빠
4527,쓰자나
4530,들어도
4532,음악
4533,듣는
4534,거라
4536,진짜
4537,그럼
4538,빌려주라
4540,노래는
4541,내가
4542,할께
4543,오빠
4544,어때
4548,트와이스
4549,듣던데
4551,지금은
4553,스뻬샬로
4554,불러줄게
4556,쇼팽
4558,튀드
4559,듣고
4560,있음
4564,키보드
4565,소리로
4567,쳐볼게
4569,제발
4573,오빡
4574,러면
4576,시간만
4577,듣고
4578,줄게
4579,히히
4580,언호
4583,온다는데
4585,여기로
4586,온다고
4587,아이폰
4588,이어폰은
4590,그럼
4591,금마는
4593,온대
4594,아니
4595,여긴
4596,안오고
4597,내가
4598,받아올테니까
4600,에어팟
4601,빌려줌
4602,안돼
4611,선없는
4612,것도
4614,써봐
4616,줄게
4617,앗사
4618,배터리
4619,없어라
4620,진짜
4621,조용했는데
4622,오빠
4623,에어팟
4624,빼니까
4625,시끄러워짐
4629,하기
4630,싫어
4632,쓰는
4633,것도
4634,싫냐
4635,어떻게
4636,서영
4638,운동하러
4639,갈게
4640,기훈이랑
4641,지누야
4642,운동하고
4643,샐러드
4644,안먹을래
4645,샐러드
4646,오디서
4647,배달
4650,샐러드
4651,배달
4652,차라리
4653,맛난
4655,먹자
4661,진서는
4662,안오나
4664,모르겠어
4667,오빠
4668,여기
4669,꿀닭
4670,먹을래
4671,너무
4672,춥다
4674,너무
4675,너무
4676,너무
4677,모눈
4682,열람실
4683,고고
4684,힘드다
4685,너무
4686,오랜만에
4687,운동해서
4689,운동
4690,끝낫서
4691,아니
4693,이제
4695,시간
4697,삼십
4698,분만
4699,더하게
4701,열운이
4703,지누
4705,때라도
4706,열심히
4707,해야지
4710,주만에
4711,왔는뎅
4714,빳팅
4715,나는
4716,추워도
4717,너무
4718,추워거
4719,집으로
4720,튀중
4726,많다며
4729,아니이이이
4730,너무
4731,춥자나
4732,열람실
4733,있자나
4735,슬슬
4736,배고프다
4737,밀플랜비
4738,사가야지
4739,우아
4740,그게
4741,뭐야
4743,브리또
4744,파는
4746,있음
4748,맛있어
4749,저녁
4750,샐러드
4751,먹게
4753,브리또
4754,아는
4756,없구만
4758,그냥
4759,스튜
4760,같은거
4761,먹었어
4762,샐러드
4763,먹으면
4764,몸살
4765,날듯
4767,추웠음
4769,그래
4770,샐러드
4771,이런
4772,것만
4773,먹으면
4775,없어
4776,롤드컵
4777,재밌다
4779,오빠
4780,오빠
4781,롤드컵
4782,그만
4783,보고
4785,라코스
4786,사람
4787,찾았는데
4790,사람도
4791,개웃기다고
4792,오빠
4793,연락처
4794,주고
4795,둘이
4796,해결할래
4797,아니면
4798,내가
4799,그냥
4800,불편한
4802,없음
4804,살자
4805,이렇게
4806,전해줘
4808,설캠
4811,있으시나
4813,일단
4814,연락처
4815,주고
4816,얘기해볼게
4821,오빠
4822,번호
4823,줄게
4824,오키오키
4826,개웃기네
4827,진짜
4839,친구가
4840,잠깐
4841,저장했다가
4842,지웠댘
4845,개웃겨
4866,시밬
4868,경영돕바남
4890,개웃기네
4891,진짴
4894,연락옴
4896,아직
4898,연락이
4899,오긴
4900,할까
4901,지누
4903,드실
4904,학식
4906,오키
4908,분까지
4909,오세요
4910,도서관이지롱
4912,웬일이래
4914,분까지
4916,청운관
4917,앞으로
4919,서영
4921,오셈
4924,청운관
4925,옆에
4926,흡연장으로
4928,지누얌
4930,안먹고
4931,훈련감
4934,배고파
4935,아아앜
4936,저녁
4938,먹지
4939,오빠
4941,할거
4942,개많아
4943,어쩜
4944,좋아
4947,없는뎅
4949,저녁
4950,학식
4951,먹어
4952,혜란이랑
4953,학식
4954,개꿀
4959,얄미워
4961,아직
4962,도서관이야
4964,할거
4965,개많다
4966,지누
4971,와이
4972,오늘
4973,안만나능교
4975,너가
4976,기차에서
4977,짜자고
4978,해서
4979,렌트만
4980,예약할라
4981,했는데
4982,훈련
4983,끝나니까
4985,닫아서
4986,렌트
4987,내일
4988,할라고
4990,원을
4991,받으세요
4992,서영
4993,토스랑
4994,나눠서
4995,보냈어
4996,확인하고
4997,말해줘
4999,받기
5000,완료
5001,받은
5002,카카오
5003,페이머니는
5004,송금
5006,온오프라인
5007,결제는
5008,물론
5009,투자도
5010,가능해요
5011,오빠네
5014,예쁘다
5015,강아지가
5016,인테리어네
5024,엄마
5025,센스
5026,강아지
5027,요새
5028,리즈임
5031,보고
5032,싶어
5034,회기
5035,데려오셈
5037,오빠
5039,예전에
5040,역대급
5041,팀플
5042,캡쳐
5043,찾음
5052,교통사고
5053,괜찮다
5057,붙여주고
5058,갑자기
5059,아프다
5065,팀플
5067,극혐
5074,오빠도
5075,팀플
5076,많아
5077,지누얌
5078,회기야
5079,지누야지
5080,누야
5081,모하니
5082,오빠
5083,오빠
5084,우리
5087,이때
5088,아무때나
5089,스키장가자
5090,오빠가
5092,예약
5093,못해줘도
5094,우리끼리
5095,하면
5096,되니까
5097,저때
5098,가자요
5099,용용
5100,휴가
5101,빼두라고
5102,하게
5103,지누
5104,살아있는
5105,거야
5107,서영
5108,쏘리
5109,잊고
5110,있었다
5111,잠만
5112,일이면
5114,좋다
5116,주말에는
5117,알바해서
5118,평일
5119,좋지
5121,아냨
5123,나는
5124,오빠
5125,예전처럼
5126,아무랑도
5127,연락
5128,안하구
5129,집피방만
5130,다니나
5131,걱정했서
5132,그거
5133,아님
5134,됐음
5138,그럴리가
5143,갑자기
5144,생각나네
5152,그리고
5155,피방은
5157,갔어
5158,괜찮지
5159,요즘은
5162,진짜
5163,그냥
5164,집만
5165,있던
5172,웃겨
5173,어제도
5175,먹고
5176,왔는데
5177,어휴
5178,집에만
5179,있을
5181,없지
5184,오빠
5185,근데
5186,혜란이는
5187,지금
5188,머리
5189,피는
5191,주말이
5192,나을
5194,같은데
5196,개털같은
5197,머리
5199,어디서
5200,분댕
5201,회기역
5204,조헤어
5205,거기
5206,갔나
5211,어어엉
5212,거기
5213,애들
5215,가는
5218,한발
5219,모임이야
5220,거기
5221,근데
5222,오빠
5223,주말
5224,알바
5225,땅땅이야
5227,근데
5228,저녁에
5229,가면
5230,흠냥
5231,응응
5233,수는
5234,있는데
5235,오전
5236,알바여서
5243,인데
5245,잠만
5249,달력
5250,봤다
5251,혜란이는
5252,인턴하면
5253,평일
5254,안될
5255,텐데
5261,애매하네
5262,그럼
5263,금토
5264,하고
5266,어엉
5267,내가
5268,하루
5269,정도
5270,빼면
5272,수은
5273,있는데
5274,장담은
5275,못하겠어
5276,평일
5277,아니면
5279,흐으음
5280,일단
5281,주말
5282,박아
5283,놓자
5284,오키
5285,오키
5286,그냥
5289,빼두자
5290,오빠
5291,이번주는
5292,분당
5293,안가
5295,이거
5296,피고
5297,저녁
5298,되기
5299,전에
5300,갈라
5301,했음
5303,너네
5304,공부함
5310,우우우
5311,우웅
5312,근데
5313,란이도
5316,간대
5317,강아지
5318,키우는
5319,놈들은
5320,집을
5322,그래
5323,둘이
5325,맨날
5326,간단
5327,말야
5328,그치
5329,무조건
5330,봐줘야
5334,부롭
5336,공부
5337,메이트
5338,사라졌다구
5339,진우
5341,요즘
5342,팀플이
5343,너무
5344,많아서
5345,바쁘다구
5347,차라리
5348,무조건
5349,공부가
5350,낫다
5351,마원
5352,교수님
5353,발표도
5355,해야
5356,되고
5357,유튜브
5358,동영상도
5360,짜리
5361,만들어야
5364,진짜
5365,말이
5366,되냐
5367,제일
5368,싫어
5369,진짜
5370,시험도
5372,보고
5381,지누
5382,많이
5383,화가
5384,났구나
5385,오빠
5386,그럼
5387,술먹자
5390,분당
5391,왔어
5392,배고프다
5393,지하철
5394,엄청
5395,기다림
5396,파업하나봐
5398,오빠
5399,닮았어
5400,코한
5401,박진운데
5403,누구야
5404,저건
5405,황인욱
5406,이래
5408,미친
5409,코한
5410,박진우래
5419,황인욱
5420,유명한
5421,가수자너
5422,얼굴은
5425,봤네
5428,오빠
5429,우리
5430,늙은
5431,거야
5438,지뉴얌
5439,회기
5440,언제
5441,오셈
5443,회기
5445,있어
5446,지금
5447,도서관이야
5450,도서관
5451,가는데
5452,같이
5453,해두
5455,오빠
5456,커피
5457,사다주까
5458,커피
5459,괜찮아
5460,점심
5461,먹고
5462,아메리카노
5463,먹었어
5465,아는
5466,사람이랑
5467,같이
5468,와서
5469,오늘은
5470,힘들듯
5472,공부
5473,하기
5474,싫다
5475,오빠
5476,하기
5477,싫다
5478,다다다
5482,나두
5484,으으
5485,지겨워
5486,오빠
5487,회장한다고
5489,이제
5490,알았어
5493,내가
5494,회장하게
5496,지누야
5497,아직
5498,무를수
5499,있다니까
5501,지금
5502,무르는
5503,것도
5504,개오바임
5505,이미
5506,주사위
5507,던져졌다
5508,내년
5509,클났다
5515,오빠
5516,오늘
5517,셤봐
5519,재무관리
5520,봤다
5523,넘어쓰
5525,잼관
5526,어땠엉
5527,중간은
5528,개망하고
5529,기말은
5534,애매하게
5535,나올
5537,같은데
5538,점수
5540,그래두
5541,종강했다
5542,찌누
5543,모해모해
5547,치과
5548,왔다가
5549,다시
5550,회기
5551,가는
5553,오빠
5557,회장
5558,됐어
5559,얍얍
5565,그러면
5567,축하파티
5568,해야겠다
5569,용초리
5573,나온다는데
5574,오빠
5575,이때
5576,스키장갈랭
5577,안되면
5578,그냥
5579,우리끼리
5580,에어비앤비
5581,가서
5582,놀게
5584,근데
5587,말에
5588,해외여행
5589,가서
5590,알바
5592,번이나
5593,빼놨는데
5594,아마
5596,때도
5597,대타
5598,구하기는
5599,힘들
5601,같기는
5603,일단
5604,구해는
5605,볼게
5608,아냐
5609,오빠
5610,애들
5612,안된댕
5613,혜란
5614,용철
5616,소박하게
5617,놀게
5622,노랑
5623,진서도
5624,창식이는
5625,창식이두
5626,애매하당
5629,서울
5630,올지
5631,안올지
5632,모르겠댕
5633,오라하면
5634,올라나
5635,어제
5636,전화
5637,왔었는데
5638,바쁜
5640,같긴
5641,하던데
5642,일단
5643,물어는
5644,봐봐
5645,나도
5646,대타
5647,구해
5648,볼게
5649,일단
5650,오빠
5651,복오싶댱
5652,그니까
5655,계속
5656,회기에
5657,있음
5658,나는
5659,계절학기
5660,듣느라
5661,수원에
5662,잌써
5664,오빠는
5665,나도
5666,계절
5667,들어서
5669,문동에
5670,있음
5672,계절
5673,짜증나
5678,오빠두
5679,계절인생이구나
5680,수업
5682,들어
5684,책경
5686,이번
5687,년도는
5688,재수강
5689,파티였음
5691,모야
5692,모야
5693,진우
5694,보구
5695,싶자나
5697,고맙쟈나
5699,갬동이야
5700,오빠
5701,우리
5702,만났을
5704,먹자
5705,진우쓰
5707,지금
5708,용철이
5709,만나서
5710,술머거
5711,헤헤
5712,지누야
5713,수요일에
5714,놀자
5717,어디서
5719,우리집
5721,오때
5723,쌉가능
5725,집들이
5726,하는
5727,거네
5730,좋지
5731,헤헷
5733,꺄악
5734,지누
5735,어제
5737,많이
5738,먹었담서
5749,우리랑
5750,먹을
5752,빼냐구
5754,진짜
5755,어제
5756,미쳤음
5757,서영
5758,중간에
5761,내림
5762,아니
5763,미쳤나봐
5769,토할라고
5773,여기
5774,저기
5775,전화하고
5776,개민
5777,폐였음
5779,미쳐썽
5780,미쳐써
5781,얼마나
5782,먹었어
5785,정도
5786,먹은
5788,같은데
5789,너무
5790,빨리
5791,먹어서
5792,진짜
5793,생각도
5794,하기
5795,싫음
5797,지누얌
5800,네엥
5802,지내나욤
5803,고럼요
5804,개학
5805,빨리
5806,하고
5807,싶다
5809,나는
5810,지금
5812,좋다구
5813,오빠
5814,교수님들
5815,강의
5816,오때
5817,다들
5818,그럭저럭
5820,근데
5821,진짜
5822,별로인
5823,교수님
5826,있음
5829,오빠
5830,이게
5831,무슨
5832,일이야
5834,우리
5835,동아리
5836,없어져
5838,뭐야
5839,학교
5840,어떻게
5841,들어갔어
5842,저거
5843,페인트
5845,한다고
5847,빼놨어
5850,그냥
5851,누구
5852,나오길래
5853,들어갔엉
5854,신기하다
5855,우리
5856,동아리
5857,망하는
5859,알았어
5860,멀티
5862,훔쳐오려다
5863,말았어
5866,저거
5868,언제
5869,집어넣냐
5870,담에
5871,도와줘
5874,당욘히
5875,도와주지
5876,오빠
5877,뭐하구
5878,있엉
5879,방금
5880,일어나쓰
5883,먹을라고
5885,먹을거야
5886,일로왕
5890,지금
5891,분당이얌
5893,이따
5894,다시
5895,회기
5896,갈라고
5898,먹었어
5899,아침
5901,쟈잔
5904,이욜
5906,요즘엔
5907,셋이
5908,같이
5909,있어
5911,우우웅
5912,근데
5914,내일
5915,천안가
5917,지누야
5919,가면
5920,만남
5921,고고
5923,누야
5941,개웃기네
5956,빠꾸
5957,없네
5958,와꾸
5964,표정
5966,프사해주라
5968,절대
5970,되지
5972,서울
5973,올라옴
5974,오오옹
5976,서울이즤
5977,흐흐흐
